row,rt,stimulus,key_press,trial_type,trial_index,time_elapsed,subject_id,condition,correct,target_present,center
3032,6839.66,"<p>Now you will complete three trials for practice.</p><p>Press the A key if one of the symbols does not match and the L key if they all match.</p><p>Press any key when you are ready to begin.</p>",32,html-keyboard-response,64,427682,5cc0ca9d2dfed800134d3a88,2,NULL,NULL,NULL
3033,9033.66,NULL,76,visual-search-circle,65,437733,5cc0ca9d2dfed800134d3a88,2,1,false,cross
3034,7365.98,NULL,76,visual-search-circle,66,446416,5cc0ca9d2dfed800134d3a88,2,1,false,cross
3035,6905.85,NULL,76,visual-search-circle,67,454640,5cc0ca9d2dfed800134d3a88,2,1,false,cross
3036,3754.93,"<p>Now you will proceed to the test trials.</p><p>Press the A key if one of the symbols does not match and the L key if they all match.</p><p>Press any key when you are ready to begin.</p>",32,html-keyboard-response,68,458696,5cc0ca9d2dfed800134d3a88,2,NULL,NULL,NULL
3037,9504.48,NULL,76,visual-search-circle,69,469223,5cc0ca9d2dfed800134d3a88,2,1,false,cross
3038,4475.63,NULL,65,visual-search-circle,70,475025,5cc0ca9d2dfed800134d3a88,2,1,true,cross
3039,2787.57,NULL,65,visual-search-circle,71,479130,5cc0ca9d2dfed800134d3a88,2,1,true,cross
3040,5789.96,NULL,65,visual-search-circle,72,486238,5cc0ca9d2dfed800134d3a88,2,1,true,cross
3041,5216.37,NULL,65,visual-search-circle,73,492771,5cc0ca9d2dfed800134d3a88,2,1,true,cross
3042,3044.05,NULL,65,visual-search-circle,74,497134,5cc0ca9d2dfed800134d3a88,2,1,true,cross
3043,8963.12,NULL,65,visual-search-circle,75,507420,5cc0ca9d2dfed800134d3a88,2,1,true,cross
3044,4043.7,NULL,65,visual-search-circle,76,512781,5cc0ca9d2dfed800134d3a88,2,1,true,cross
3045,8647.21,NULL,76,visual-search-circle,77,522748,5cc0ca9d2dfed800134d3a88,2,1,false,cross
3046,7784.23,NULL,65,visual-search-circle,78,531865,5cc0ca9d2dfed800134d3a88,2,,false,cross
3047,5010.4,NULL,65,visual-search-circle,79,538195,5cc0ca9d2dfed800134d3a88,2,1,true,cross
3048,3911,NULL,76,visual-search-circle,80,543422,5cc0ca9d2dfed800134d3a88,2,1,false,cross
3049,6582.73,NULL,76,visual-search-circle,81,551323,5cc0ca9d2dfed800134d3a88,2,1,false,cross
3050,9170.05,NULL,76,visual-search-circle,82,561813,5cc0ca9d2dfed800134d3a88,2,1,false,cross
3051,4948.5,NULL,65,visual-search-circle,83,568081,5cc0ca9d2dfed800134d3a88,2,,false,cross
3052,7833.6,NULL,76,visual-search-circle,84,577232,5cc0ca9d2dfed800134d3a88,2,1,false,cross
3053,9166,NULL,76,visual-search-circle,85,587715,5cc0ca9d2dfed800134d3a88,2,1,false,cross
3054,3061.79,NULL,65,visual-search-circle,86,592094,5cc0ca9d2dfed800134d3a88,2,1,true,cross
3055,5296.06,NULL,65,visual-search-circle,87,598715,5cc0ca9d2dfed800134d3a88,2,1,true,cross
3056,6159.77,NULL,76,visual-search-circle,88,606193,5cc0ca9d2dfed800134d3a88,2,1,false,cross
3057,3645.25,NULL,65,visual-search-circle,89,611154,5cc0ca9d2dfed800134d3a88,2,1,true,cross
3058,5133.47,NULL,65,visual-search-circle,90,617606,5cc0ca9d2dfed800134d3a88,2,1,true,cross
3059,6320.77,NULL,76,visual-search-circle,91,625243,5cc0ca9d2dfed800134d3a88,2,1,false,cross
3060,6362.42,NULL,76,visual-search-circle,92,632923,5cc0ca9d2dfed800134d3a88,2,1,false,cross
3061,3700.5,NULL,65,visual-search-circle,93,637941,5cc0ca9d2dfed800134d3a88,2,1,true,cross
3062,11968.8,NULL,76,visual-search-circle,94,651229,5cc0ca9d2dfed800134d3a88,2,1,false,cross
3063,11289.5,"<div style='width:800px;'><p>Now the symbols will switch, where the target symbol will now be the nontarget and vice versa.</p><p>The rest of the procedure will remain the same for the next chunk of trials, so please continue to press the A key if one of the symbols does not match and the L key if they are all the same.</p><p>Press any key when you are ready to continue.</p></div>",32,html-keyboard-response,95,662820,5cc0ca9d2dfed800134d3a88,2,NULL,NULL,NULL
3064,5168.52,NULL,76,visual-search-circle,96,669013,5cc0ca9d2dfed800134d3a88,2,1,false,cross
3065,5573.17,NULL,76,visual-search-circle,97,675902,5cc0ca9d2dfed800134d3a88,2,1,false,cross
3066,6714.62,NULL,76,visual-search-circle,98,683935,5cc0ca9d2dfed800134d3a88,2,1,false,cross
3067,2043.05,NULL,65,visual-search-circle,99,687296,5cc0ca9d2dfed800134d3a88,2,1,true,cross
3068,3090.28,NULL,76,visual-search-circle,100,691704,5cc0ca9d2dfed800134d3a88,2,1,false,cross
3069,2928.67,NULL,65,visual-search-circle,101,695952,5cc0ca9d2dfed800134d3a88,2,1,true,cross
3070,3539.9,NULL,76,visual-search-circle,102,700809,5cc0ca9d2dfed800134d3a88,2,1,false,cross
3071,3751.9,NULL,65,visual-search-circle,103,705881,5cc0ca9d2dfed800134d3a88,2,1,true,cross
3072,4869.29,NULL,76,visual-search-circle,104,712068,5cc0ca9d2dfed800134d3a88,2,1,false,cross
3073,3564.87,NULL,65,visual-search-circle,105,716952,5cc0ca9d2dfed800134d3a88,2,1,true,cross
3074,3568.27,NULL,76,visual-search-circle,106,721848,5cc0ca9d2dfed800134d3a88,2,1,false,cross
3075,2986.85,NULL,65,visual-search-circle,107,726172,5cc0ca9d2dfed800134d3a88,2,1,true,cross
3076,4240.6,NULL,65,visual-search-circle,108,731732,5cc0ca9d2dfed800134d3a88,2,,false,cross
3077,9355.96,NULL,65,visual-search-circle,109,742404,5cc0ca9d2dfed800134d3a88,2,1,true,cross
3078,5526.32,NULL,65,visual-search-circle,110,749248,5cc0ca9d2dfed800134d3a88,2,1,true,cross
3079,5473.4,NULL,76,visual-search-circle,111,756039,5cc0ca9d2dfed800134d3a88,2,1,false,cross
3080,10019.4,NULL,76,visual-search-circle,112,767370,5cc0ca9d2dfed800134d3a88,2,1,false,cross
3081,6939.34,NULL,65,visual-search-circle,113,775625,5cc0ca9d2dfed800134d3a88,2,1,true,cross
3082,7577.73,NULL,76,visual-search-circle,114,784521,5cc0ca9d2dfed800134d3a88,2,1,false,cross
3083,6198.25,NULL,65,visual-search-circle,115,792037,5cc0ca9d2dfed800134d3a88,2,1,true,cross
3084,2809.92,NULL,65,visual-search-circle,116,796165,5cc0ca9d2dfed800134d3a88,2,1,true,cross
3085,1829.68,NULL,65,visual-search-circle,117,799316,5cc0ca9d2dfed800134d3a88,2,1,true,cross
3086,3122.63,NULL,65,visual-search-circle,118,803773,5cc0ca9d2dfed800134d3a88,2,1,true,cross
3087,3412.73,NULL,76,visual-search-circle,119,808511,5cc0ca9d2dfed800134d3a88,2,1,false,cross
3088,2487.32,NULL,65,visual-search-circle,120,812315,5cc0ca9d2dfed800134d3a88,2,,false,cross
3089,4262.1,NULL,65,visual-search-circle,121,817893,5cc0ca9d2dfed800134d3a88,2,1,true,cross
3090,11520,"<div style='width:800px;'><p>The stimuli used in this experiment could have been conceptualized as alpha-numeric symbols such as rotated 2s and 5s or Us and Ns. In your trials, did you use any alpha-numeric symbols such as these to help you identify the symbols?</p><p>Press the key A for Yes. Press the key L for No. </p></div>",65,html-keyboard-response,122,829716,5cc0ca9d2dfed800134d3a88,2,NULL,NULL,NULL
3091,2891.58,"<p>Welcome to the experiment. Press any key to get started.</p>",13,html-keyboard-response,0,2897,5a146ac4ff266c0001d20dfa,1,NULL,NULL,NULL
3092,27937.6,"<div style='width:800px;'><p>You will see a set of 10 symbols arranged in a circle.</p> <p>Sometimes all of the symbols will match. Other times one of the symbols will be different than the others.</p><p>Press the A key when one symbol is different. Press the L key when all symbols are the same.</p><p>Press any key to continue.</p></div>",13,html-keyboard-response,1,30837,5a146ac4ff266c0001d20dfa,1,NULL,NULL,NULL
3093,5863.23,display1.jpg,65,image-keyboard-response,2,36705,5a146ac4ff266c0001d20dfa,1,NULL,NULL,NULL
3094,2622.74,display2.jpg,76,image-keyboard-response,3,39330,5a146ac4ff266c0001d20dfa,1,NULL,NULL,NULL
3095,6174.98,display3.jpg,50,image-keyboard-response,4,45508,5a146ac4ff266c0001d20dfa,1,NULL,NULL,NULL
3096,5862.29,"<div style='width:800px;'><p>In this set of trials, a fixation cross will be presented to you in the center of the screen.</p><p>Please focus your gaze on the fixation cross in the center until the symbol set is presented.</p><p>Press any key to continue.</p></div>",13,html-keyboard-response,5,51372,5a146ac4ff266c0001d20dfa,1,NULL,NULL,NULL
3097,5922.05,"<p>Now you will complete three trials for practice.</p><p>Press the A key if one of the symbols does not match and the L key if they all match.</p><p>Press any key when you are ready to begin.</p>",13,html-keyboard-response,6,57295,5a146ac4ff266c0001d20dfa,1,NULL,NULL,NULL
3098,2894.52,NULL,76,visual-search-circle,7,61214,5a146ac4ff266c0001d20dfa,1,1,false,cross
3099,3307.45,NULL,76,visual-search-circle,8,65844,5a146ac4ff266c0001d20dfa,1,1,false,cross
3100,2976.58,NULL,65,visual-search-circle,9,70142,5a146ac4ff266c0001d20dfa,1,1,true,cross
3101,3937.49,"<p>Now you will proceed to the test trials.</p><p>Press the A key if one of the symbols does not match and the L key if they all match.</p><p>Press any key when you are ready to begin.</p>",13,html-keyboard-response,10,74382,5a146ac4ff266c0001d20dfa,1,NULL,NULL,NULL
3102,2329.64,NULL,65,visual-search-circle,11,77736,5a146ac4ff266c0001d20dfa,1,1,true,cross
3103,4427.98,NULL,76,visual-search-circle,12,83486,5a146ac4ff266c0001d20dfa,1,1,false,cross
3104,3108.35,NULL,76,visual-search-circle,13,87906,5a146ac4ff266c0001d20dfa,1,1,false,cross
3105,5210.38,NULL,76,visual-search-circle,14,94430,5a146ac4ff266c0001d20dfa,1,1,false,cross
3106,6255.04,NULL,65,visual-search-circle,15,102009,5a146ac4ff266c0001d20dfa,1,1,true,cross
3107,1313.44,NULL,65,visual-search-circle,16,104636,5a146ac4ff266c0001d20dfa,1,1,true,cross
3108,3820.43,NULL,65,visual-search-circle,17,109767,5a146ac4ff266c0001d20dfa,1,1,true,cross
3109,4421.56,NULL,76,visual-search-circle,18,115501,5a146ac4ff266c0001d20dfa,1,,true,cross
3110,2650.29,NULL,65,visual-search-circle,19,119463,5a146ac4ff266c0001d20dfa,1,1,true,cross
3111,4498.4,NULL,76,visual-search-circle,20,125273,5a146ac4ff266c0001d20dfa,1,1,false,cross
3112,1254.43,NULL,65,visual-search-circle,21,127852,5a146ac4ff266c0001d20dfa,1,1,true,cross
3113,1056.21,NULL,65,visual-search-circle,22,130233,5a146ac4ff266c0001d20dfa,1,1,true,cross
3114,1137.77,NULL,65,visual-search-circle,23,132690,5a146ac4ff266c0001d20dfa,1,1,true,cross
3115,3628.3,NULL,76,visual-search-circle,24,137639,5a146ac4ff266c0001d20dfa,1,1,false,cross
3116,2894.95,NULL,65,visual-search-circle,25,141855,5a146ac4ff266c0001d20dfa,1,,false,cross
3117,2307.6,NULL,65,visual-search-circle,26,145485,5a146ac4ff266c0001d20dfa,1,1,true,cross
3118,2935.41,NULL,65,visual-search-circle,27,149743,5a146ac4ff266c0001d20dfa,1,,false,cross
3119,2568.79,NULL,76,visual-search-circle,28,153634,5a146ac4ff266c0001d20dfa,1,1,false,cross
3120,2627.37,NULL,76,visual-search-circle,29,157585,5a146ac4ff266c0001d20dfa,1,1,false,cross
3121,3381.29,NULL,76,visual-search-circle,30,162290,5a146ac4ff266c0001d20dfa,1,1,false,cross
3122,3075.57,NULL,76,visual-search-circle,31,166687,5a146ac4ff266c0001d20dfa,1,1,false,cross
3123,6146.97,NULL,76,visual-search-circle,32,174159,5a146ac4ff266c0001d20dfa,1,1,false,cross
3124,2717.48,NULL,65,visual-search-circle,33,178195,5a146ac4ff266c0001d20dfa,1,1,true,cross
3125,1972.14,NULL,65,visual-search-circle,34,181491,5a146ac4ff266c0001d20dfa,1,1,true,cross
3126,1948.93,NULL,65,visual-search-circle,35,184763,5a146ac4ff266c0001d20dfa,1,,false,cross
3127,4364.21,NULL,65,visual-search-circle,36,190447,5a146ac4ff266c0001d20dfa,1,1,true,cross
3128,12854.7,"<div style='width:800px;'><p>Now the symbols will switch, where the target symbol will now be the nontarget and vice versa.</p><p>The rest of the procedure will remain the same for the next chunk of trials, so please continue to press the A key if one of the symbols does not match and the L key if they are all the same.</p><p>Press any key when you are ready to continue.</p></div>",13,html-keyboard-response,37,203603,5a146ac4ff266c0001d20dfa,1,NULL,NULL,NULL
3129,3785.29,NULL,76,visual-search-circle,38,208406,5a146ac4ff266c0001d20dfa,1,1,false,cross
3130,3337.77,NULL,76,visual-search-circle,39,213066,5a146ac4ff266c0001d20dfa,1,1,false,cross
3131,3549.24,NULL,65,visual-search-circle,40,217935,5a146ac4ff266c0001d20dfa,1,1,true,cross
3132,2161.15,NULL,65,visual-search-circle,41,221419,5a146ac4ff266c0001d20dfa,1,1,true,cross
3133,3493.93,NULL,65,visual-search-circle,42,226229,5a146ac4ff266c0001d20dfa,1,1,true,cross
3134,2895.47,NULL,65,visual-search-circle,43,230453,5a146ac4ff266c0001d20dfa,1,1,true,cross
3135,3730.04,NULL,76,visual-search-circle,44,235505,5a146ac4ff266c0001d20dfa,1,1,false,cross
3136,2627.92,NULL,65,visual-search-circle,45,239452,5a146ac4ff266c0001d20dfa,1,1,true,cross
3137,1281.47,NULL,65,visual-search-circle,46,242060,5a146ac4ff266c0001d20dfa,1,1,true,cross
3138,3932.24,NULL,76,visual-search-circle,47,247311,5a146ac4ff266c0001d20dfa,1,1,false,cross
3139,3779.12,NULL,76,visual-search-circle,48,252414,5a146ac4ff266c0001d20dfa,1,1,false,cross
3140,2686.45,NULL,65,visual-search-circle,49,256412,5a146ac4ff266c0001d20dfa,1,1,true,cross
3141,4039.22,NULL,65,visual-search-circle,50,261762,5a146ac4ff266c0001d20dfa,1,1,true,cross
3142,1713.4,NULL,65,visual-search-circle,51,264799,5a146ac4ff266c0001d20dfa,1,1,true,cross
3143,1370.99,NULL,65,visual-search-circle,52,267492,5a146ac4ff266c0001d20dfa,1,1,true,cross
3144,3120.97,NULL,76,visual-search-circle,53,271937,5a146ac4ff266c0001d20dfa,1,1,false,cross
3145,1062.99,NULL,65,visual-search-circle,54,274322,5a146ac4ff266c0001d20dfa,1,1,true,cross
3146,2630.41,NULL,76,visual-search-circle,55,278280,5a146ac4ff266c0001d20dfa,1,1,false,cross
3147,1573.52,NULL,65,visual-search-circle,56,281175,5a146ac4ff266c0001d20dfa,1,1,true,cross
3148,2650.33,NULL,76,visual-search-circle,57,285148,5a146ac4ff266c0001d20dfa,1,1,false,cross
3149,4847.67,NULL,76,visual-search-circle,58,291325,5a146ac4ff266c0001d20dfa,1,1,false,cross
3150,3100.77,NULL,76,visual-search-circle,59,295743,5a146ac4ff266c0001d20dfa,1,1,false,cross
3151,4510.23,NULL,76,visual-search-circle,60,301571,5a146ac4ff266c0001d20dfa,1,1,false,cross
3152,1886.36,NULL,65,visual-search-circle,61,304780,5a146ac4ff266c0001d20dfa,1,1,true,cross
3153,3082.57,NULL,76,visual-search-circle,62,309187,5a146ac4ff266c0001d20dfa,1,1,false,cross
3154,3254.05,NULL,76,visual-search-circle,63,313774,5a146ac4ff266c0001d20dfa,1,1,false,cross
3155,9185.58,"<div style='width:800px;'><p>In this set of trials, the mismatching symbol will be presented to you in the center of the screen. You can use it as a reference to find the target.</p><p>Please focus your gaze on the symbol in the center until the symbol set is presented.</p><p>Press any key to continue.</p></div>",13,html-keyboard-response,64,323261,5a146ac4ff266c0001d20dfa,1,NULL,NULL,NULL
3156,1974.81,"<p>Now you will complete three trials for practice.</p><p>Press the A key if one of the symbols does not match and the L key if they all match.</p><p>Press any key when you are ready to begin.</p>",13,html-keyboard-response,65,325237,5a146ac4ff266c0001d20dfa,1,NULL,NULL,NULL
3157,2372.44,NULL,65,visual-search-circle,66,328629,5a146ac4ff266c0001d20dfa,1,,false,oddball
3158,1493.51,NULL,65,visual-search-circle,67,331443,5a146ac4ff266c0001d20dfa,1,,false,oddball
3159,1470.75,NULL,65,visual-search-circle,68,334242,5a146ac4ff266c0001d20dfa,1,,false,oddball
3160,2269.5,"<p>Now you will proceed to the test trials.</p><p>Press the A key if one of the symbols does not match and the L key if they all match.</p><p>Press any key when you are ready to begin.</p>",13,html-keyboard-response,69,336818,5a146ac4ff266c0001d20dfa,1,NULL,NULL,NULL
3161,1106.58,NULL,65,visual-search-circle,70,338939,5a146ac4ff266c0001d20dfa,1,1,true,oddball
3162,2957.62,NULL,65,visual-search-circle,71,343214,5a146ac4ff266c0001d20dfa,1,,false,oddball
3163,1827.12,NULL,65,visual-search-circle,72,346361,5a146ac4ff266c0001d20dfa,1,1,true,oddball
3164,2389.62,NULL,65,visual-search-circle,73,350073,5a146ac4ff266c0001d20dfa,1,1,true,oddball
3165,2979.29,NULL,76,visual-search-circle,74,354385,5a146ac4ff266c0001d20dfa,1,1,false,oddball
3166,3504.2,NULL,76,visual-search-circle,75,359201,5a146ac4ff266c0001d20dfa,1,1,false,oddball
3167,1145.21,NULL,65,visual-search-circle,76,361666,5a146ac4ff266c0001d20dfa,1,1,true,oddball
3168,1858.31,NULL,76,visual-search-circle,77,364838,5a146ac4ff266c0001d20dfa,1,1,false,oddball
3169,2111.65,NULL,76,visual-search-circle,78,368264,5a146ac4ff266c0001d20dfa,1,,true,oddball
3170,2668.23,NULL,76,visual-search-circle,79,372247,5a146ac4ff266c0001d20dfa,1,,true,oddball
3171,2805.43,NULL,76,visual-search-circle,80,376365,5a146ac4ff266c0001d20dfa,1,1,false,oddball
3172,1913.92,NULL,76,visual-search-circle,81,379590,5a146ac4ff266c0001d20dfa,1,1,false,oddball
3173,4104.48,NULL,76,visual-search-circle,82,385008,5a146ac4ff266c0001d20dfa,1,1,false,oddball
3174,1226.3,NULL,65,visual-search-circle,83,387548,5a146ac4ff266c0001d20dfa,1,1,true,oddball
3175,3005.41,NULL,76,visual-search-circle,84,391867,5a146ac4ff266c0001d20dfa,1,1,false,oddball
3176,1542.69,NULL,65,visual-search-circle,85,394722,5a146ac4ff266c0001d20dfa,1,1,true,oddball
3177,971.66,NULL,65,visual-search-circle,86,397007,5a146ac4ff266c0001d20dfa,1,1,true,oddball
3178,2520.69,NULL,76,visual-search-circle,87,400840,5a146ac4ff266c0001d20dfa,1,1,false,oddball
3179,1654.74,NULL,76,visual-search-circle,88,403807,5a146ac4ff266c0001d20dfa,1,1,false,oddball
3180,1463.29,NULL,76,visual-search-circle,89,406585,5a146ac4ff266c0001d20dfa,1,1,false,oddball
3181,1022.66,NULL,65,visual-search-circle,90,408995,5a146ac4ff266c0001d20dfa,1,1,true,oddball
3182,1897.88,NULL,76,visual-search-circle,91,412216,5a146ac4ff266c0001d20dfa,1,1,false,oddball
3183,1119.14,NULL,65,visual-search-circle,92,414659,5a146ac4ff266c0001d20dfa,1,1,true,oddball
3184,1206.39,NULL,76,visual-search-circle,93,417188,5a146ac4ff266c0001d20dfa,1,,true,oddball
3185,1549.71,NULL,76,visual-search-circle,94,420060,5a146ac4ff266c0001d20dfa,1,1,false,oddball
3186,2254.67,NULL,65,visual-search-circle,95,423637,5a146ac4ff266c0001d20dfa,1,1,true,oddball
3187,9570.38,"<div style='width:800px;'><p>Now the symbols will switch, where the target symbol will now be the nontarget and vice versa.</p><p>The rest of the procedure will remain the same for the next chunk of trials, so please continue to press the A key if one of the symbols does not match and the L key if they are all the same.</p><p>Press any key when you are ready to continue.</p></div>",13,html-keyboard-response,96,433509,5a146ac4ff266c0001d20dfa,1,NULL,NULL,NULL
3188,4608.73,NULL,65,visual-search-circle,97,439130,5a146ac4ff266c0001d20dfa,1,1,true,oddball
3189,5290.5,NULL,76,visual-search-circle,98,445731,5a146ac4ff266c0001d20dfa,1,1,false,oddball
3190,2024.56,NULL,76,visual-search-circle,99,449068,5a146ac4ff266c0001d20dfa,1,1,false,oddball
3191,2086.27,NULL,76,visual-search-circle,100,452463,5a146ac4ff266c0001d20dfa,1,1,false,oddball
3192,1554.7,NULL,76,visual-search-circle,101,455333,5a146ac4ff266c0001d20dfa,1,1,false,oddball
3193,2115.86,NULL,76,visual-search-circle,102,458763,5a146ac4ff266c0001d20dfa,1,1,false,oddball
3194,1239.48,NULL,76,visual-search-circle,103,461314,5a146ac4ff266c0001d20dfa,1,1,false,oddball
3195,1858.58,NULL,65,visual-search-circle,104,464483,5a146ac4ff266c0001d20dfa,1,1,true,oddball
3196,5046.19,NULL,76,visual-search-circle,105,470840,5a146ac4ff266c0001d20dfa,1,1,false,oddball
3197,1823.92,NULL,76,visual-search-circle,106,473978,5a146ac4ff266c0001d20dfa,1,1,false,oddball
3198,1370.96,NULL,76,visual-search-circle,107,476662,5a146ac4ff266c0001d20dfa,1,1,false,oddball
3199,2401.27,NULL,65,visual-search-circle,108,480376,5a146ac4ff266c0001d20dfa,1,1,true,oddball
3200,1693.03,NULL,65,visual-search-circle,109,483381,5a146ac4ff266c0001d20dfa,1,1,true,oddball
3201,1426.23,NULL,65,visual-search-circle,110,486122,5a146ac4ff266c0001d20dfa,1,1,true,oddball
3202,1587.18,NULL,65,visual-search-circle,111,489020,5a146ac4ff266c0001d20dfa,1,1,true,oddball
3203,1168.74,NULL,65,visual-search-circle,112,491500,5a146ac4ff266c0001d20dfa,1,1,true,oddball
3204,3016.12,NULL,76,visual-search-circle,113,495827,5a146ac4ff266c0001d20dfa,1,1,false,oddball
3205,2080.97,NULL,65,visual-search-circle,114,499220,5a146ac4ff266c0001d20dfa,1,1,true,oddball
3206,3276.34,NULL,76,visual-search-circle,115,503815,5a146ac4ff266c0001d20dfa,1,1,false,oddball
3207,1641.28,NULL,65,visual-search-circle,116,506767,5a146ac4ff266c0001d20dfa,1,1,true,oddball
3208,3919.46,NULL,76,visual-search-circle,117,511999,5a146ac4ff266c0001d20dfa,1,1,false,oddball
3209,687.605,NULL,65,visual-search-circle,118,513997,5a146ac4ff266c0001d20dfa,1,1,true,oddball
3210,2557.92,NULL,65,visual-search-circle,119,517868,5a146ac4ff266c0001d20dfa,1,1,true,oddball
3211,4563.76,NULL,76,visual-search-circle,120,523743,5a146ac4ff266c0001d20dfa,1,1,false,oddball
3212,1171.91,NULL,65,visual-search-circle,121,526226,5a146ac4ff266c0001d20dfa,1,1,true,oddball
3213,1637.3,NULL,65,visual-search-circle,122,529175,5a146ac4ff266c0001d20dfa,1,1,true,oddball
3214,9556.97,"<p>During the experiment, did you follow the initial instructions to think of the symbols as rotated 2s and 5s?</p><p>Press the key A for Yes. Press the key L for No. </p>",76,html-keyboard-response,123,539034,5a146ac4ff266c0001d20dfa,1,NULL,NULL,NULL
3215,3817,"<p>Welcome to the experiment. Press any key to get started.</p>",32,html-keyboard-response,0,3821,5d126c9f1716480017019bb9,0,NULL,NULL,NULL
3216,9997,"<div style='width:800px;'><p>You will see a set of 10 symbols arranged in a circle.</p> <p>Sometimes all of the symbols will match. Other times one of the symbols will be different than the others.</p><p>Press the A key when one symbol is different. Press the L key when all symbols are the same.</p><p>Press any key to continue.</p></div>",32,html-keyboard-response,1,13819,5d126c9f1716480017019bb9,0,NULL,NULL,NULL
3217,3651,display1.jpg,65,image-keyboard-response,2,17475,5d126c9f1716480017019bb9,0,NULL,NULL,NULL
3218,1678,display2.jpg,76,image-keyboard-response,3,19155,5d126c9f1716480017019bb9,0,NULL,NULL,NULL
3219,14846,display3.jpg,50,image-keyboard-response,4,34002,5d126c9f1716480017019bb9,0,NULL,NULL,NULL
3220,7486,"<div style='width:800px;'><p>In this set of trials, the mismatching symbol will be presented to you in the center of the screen. You can use it as a reference to find the target.</p><p>Please focus your gaze on the symbol in the center until the symbol set is presented.</p><p>Press any key to continue.</p></div>",32,html-keyboard-response,5,41490,5d126c9f1716480017019bb9,0,NULL,NULL,NULL
3221,5711,"<p>Now you will complete three trials for practice.</p><p>Press the A key if one of the symbols does not match and the L key if they all match.</p><p>Press any key when you are ready to begin.</p>",32,html-keyboard-response,6,47202,5d126c9f1716480017019bb9,0,NULL,NULL,NULL
3222,3490,NULL,65,visual-search-circle,7,51730,5d126c9f1716480017019bb9,0,,false,oddball
3223,1290,NULL,65,visual-search-circle,8,54362,5d126c9f1716480017019bb9,0,,false,oddball
3224,1477,NULL,76,visual-search-circle,9,57178,5d126c9f1716480017019bb9,0,,true,oddball
3225,3651,"<p>Now you will proceed to the test trials.</p><p>Press the A key if one of the symbols does not match and the L key if they all match.</p><p>Press any key when you are ready to begin.</p>",32,html-keyboard-response,10,61129,5d126c9f1716480017019bb9,0,NULL,NULL,NULL
3226,1347,NULL,76,visual-search-circle,11,63513,5d126c9f1716480017019bb9,0,1,false,oddball
3227,1211,NULL,76,visual-search-circle,12,66065,5d126c9f1716480017019bb9,0,1,false,oddball
3228,4153,NULL,76,visual-search-circle,13,71553,5d126c9f1716480017019bb9,0,1,false,oddball
3229,3467,NULL,76,visual-search-circle,14,76361,5d126c9f1716480017019bb9,0,,true,oddball
3230,2093,NULL,76,visual-search-circle,15,79793,5d126c9f1716480017019bb9,0,,true,oddball
3231,2061,NULL,76,visual-search-circle,16,83193,5d126c9f1716480017019bb9,0,,true,oddball
3232,1812,NULL,76,visual-search-circle,17,86347,5d126c9f1716480017019bb9,0,,true,oddball
3233,2683,NULL,76,visual-search-circle,18,90369,5d126c9f1716480017019bb9,0,,true,oddball
3234,2677,NULL,65,visual-search-circle,19,94384,5d126c9f1716480017019bb9,0,,false,oddball
3235,2757,NULL,65,visual-search-circle,20,98480,5d126c9f1716480017019bb9,0,,false,oddball
3236,2701,NULL,65,visual-search-circle,21,102520,5d126c9f1716480017019bb9,0,,false,oddball
3237,1340,NULL,76,visual-search-circle,22,105200,5d126c9f1716480017019bb9,0,,true,oddball
3238,2294,NULL,65,visual-search-circle,23,108832,5d126c9f1716480017019bb9,0,,false,oddball
3239,1294,NULL,76,visual-search-circle,24,111464,5d126c9f1716480017019bb9,0,,true,oddball
3240,901,NULL,76,visual-search-circle,25,113704,5d126c9f1716480017019bb9,0,,true,oddball
3241,1236,NULL,76,visual-search-circle,26,116280,5d126c9f1716480017019bb9,0,,true,oddball
3242,1796,NULL,65,visual-search-circle,27,119418,5d126c9f1716480017019bb9,0,,false,oddball
3243,2035,NULL,65,visual-search-circle,28,122792,5d126c9f1716480017019bb9,0,,false,oddball
3244,2517,NULL,65,visual-search-circle,29,126647,5d126c9f1716480017019bb9,0,,false,oddball
3245,2605,NULL,76,visual-search-circle,30,130591,5d126c9f1716480017019bb9,0,,true,oddball
3246,2722,NULL,65,visual-search-circle,31,134656,5d126c9f1716480017019bb9,0,,false,oddball
3247,1365,NULL,76,visual-search-circle,32,137359,5d126c9f1716480017019bb9,0,,true,oddball
3248,2128,NULL,65,visual-search-circle,33,140823,5d126c9f1716480017019bb9,0,,false,oddball
3249,926,NULL,76,visual-search-circle,34,143087,5d126c9f1716480017019bb9,0,,true,oddball
3250,1006,NULL,76,visual-search-circle,35,145431,5d126c9f1716480017019bb9,0,,true,oddball
3251,2253,NULL,65,visual-search-circle,36,149023,5d126c9f1716480017019bb9,0,,false,oddball
3252,11706,"<div style='width:800px;'><p>Now the symbols will switch, where the target symbol will now be the nontarget and vice versa.</p><p>The rest of the procedure will remain the same for the next chunk of trials, so please continue to press the A key if one of the symbols does not match and the L key if they are all the same.</p><p>Press any key when you are ready to continue.</p></div>",32,html-keyboard-response,37,161032,5d126c9f1716480017019bb9,0,NULL,NULL,NULL
3253,4658,NULL,65,visual-search-circle,38,166727,5d126c9f1716480017019bb9,0,,false,oddball
3254,3148,NULL,65,visual-search-circle,39,171214,5d126c9f1716480017019bb9,0,,false,oddball
3255,1350,NULL,76,visual-search-circle,40,173902,5d126c9f1716480017019bb9,0,,true,oddball
